,PlaybackIndex,is_distal_droplet,is_total,is_progressive,is_slow,is_medium,is_proximal_droplet,is_hyperactive_mouse,is_motile,is_static,is_bent_tail,is_rapid,is_earlytrack,fid,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy
25,7,0,1,0,1,0,0,0,1,0,0,0,0,25,8.34,7.44,1.03,41.82,25.79,17.79,46.88,89.19,93.88073737143694,2,5.6854673855516834e-11,0.0,0.9999890252574692,1.097468567543431e-05,2.5894108464500235e-128,non_progressive,5.6854673855516834e-11,0.0,0.9999890252574692,1.097468567543431e-05,2.5894108464500235e-128,-21.263319,11.706123,0.6461093464304584,0.17593018004321734,1.0974742530108165e-05,0.0,0.00013630464755253475
26,8,0,1,0,0,0,0,1,1,0,0,1,1,26,71.52,43.98,14.28,12.6,76.59,349.12,20.48,61.5,91.91855628052059,4,5.500589645194286e-18,0.0,1.1399061718020917e-56,0.0,1.0,erratic,5.500589645194286e-18,0.0,1.1399061718020917e-56,0.0,1.0,9.18411,28.926739,0.850982429408359,0.7155428225020627,5.500589645194286e-18,0.3330148249381291,-1.000088900581841e-12
27,9,0,1,1,0,0,0,0,1,0,0,1,0,27,115.0,106.54,8.68,56.04,40.94,190.11,60.49,92.65,88.77875983535378,3,6.02154218819618e-09,0.0,6.050815177680054e-10,0.9999999933733754,4.9737169651101535e-54,progressive,6.02154218819618e-09,0.0,6.050815177680054e-10,0.9999999933733754,4.9737169651101535e-54,17.382082,-22.87184,0.9745419287821546,0.18808481797514962,0.9999999993949176,0.0,1.3446335775495007e-08
28,10,0,1,1,0,0,0,0,1,0,0,1,0,28,116.94,97.58,14.29,41.28,18.57,236.39,49.47,83.44,70.5799218663457,0,0.9992605114356833,0.0,1.2226429280493634e-05,0.0007272621350357571,2.231561773740409e-19,rapid_progressive,0.9992605114356833,0.0,1.2226429280493634e-05,0.0007272621350357571,2.231561773740409e-19,22.721134,-5.4562874,0.90608195992845,0.2582778724080291,0.999987773570719,4.856995266574712e-20,0.08422306664597613
29,11,0,1,1,0,0,0,0,1,0,0,1,0,29,137.94,121.52,7.72,56.15,36.11,216.4,63.74,88.1,81.6633295605253,3,7.656437039615848e-05,0.0,6.2430490500036165e-12,0.9999234356233617,7.997341593158246e-53,progressive,7.656437039615848e-05,0.0,6.2430490500036165e-12,0.9999234356233617,7.997341593158246e-53,21.41855,-27.282522,1.0,0.12483233924006087,0.9999999999937579,0.0,1.6539564144889947e-10
30,12,0,1,1,0,0,0,0,1,0,0,1,0,30,114.45,104.88,8.15,53.3,35.69,196.76,58.17,91.64,79.51338703009839,3,1.3004792229913134e-07,0.0,3.496906096444867e-10,0.9999998696023887,1.2085043235079889e-45,progressive,1.3004792229913134e-07,0.0,3.496906096444867e-10,0.9999998696023887,1.2085043235079889e-45,16.871077,-19.354815,0.9611213666947436,0.15875088424353737,0.9999999996503111,0.0,7.961846660355979e-09
31,13,0,1,1,0,0,0,0,1,0,0,1,1,31,145.67,130.62,8.52,55.11,32.11,237.0,61.46,89.67,72.32002001129078,3,0.000521887728562057,0.0,6.409432941084569e-14,0.9994781122713743,2.336755823987913e-52,progressive,0.000521887728562057,0.0,6.409432941084569e-14,0.9994781122713743,2.336755823987913e-52,31.127163,-20.32139,1.0,0.09577912799018265,0.9999999999999364,0.0,8.320126062160956e-13
32,14,0,1,1,0,0,0,0,1,0,0,1,0,32,110.76,103.62,6.58,59.32,27.29,174.67,63.41,93.55,58.71372791048088,3,4.5589127518906106e-14,0.0,3.0263742504626877e-10,0.9999999996973159,3.562416360655014e-71,progressive,4.5589127518906106e-14,0.0,3.0263742504626877e-10,0.9999999996973159,3.562416360655014e-71,6.8232355,-27.36658,0.9732872392286347,0.10962177906326787,0.9999999996973615,0.0,6.933993197424614e-09
33,15,0,1,1,0,0,0,0,1,0,0,1,1,33,100.03,199.55,32.32,74.54,1.0,267.7,37.37,199.48,19.21095757399688,0,1.0,0.0,8.538454336589976e-33,0.0,1.9676268872733853e-45,rapid_progressive,1.0,0.0,8.538454336589976e-33,0.0,1.9676268872733853e-45,30.64034,-8.080902,1.0,0.0,1.0,1.7153479474802817e-45,5.549980386257018e-12
34,16,0,1,0,0,0,0,0,1,0,0,1,1,34,69.63,51.78,14.93,26.15,25.05,198.01,35.16,74.36,90.75803844469449,0,0.9874034906043924,0.0,0.0008438353288231609,1.7805336498789966e-45,0.011752674066784543,rapid_progressive,0.9874034906043924,0.0,0.0008438353288231609,1.7805336498789966e-45,0.011752674066784543,5.5003667,16.136953,0.735055675772555,0.40469328793177867,0.9874034906043924,0.0049102905454597185,0.24578147206399742
35,17,0,1,0,0,1,0,0,1,0,0,0,0,35,26.12,22.98,2.93,32.68,46.19,70.34,37.13,88.0,125.00781154939075,2,2.6522401189121153e-09,0.0,0.9999999973427567,5.002778694861526e-12,7.919640604584813e-39,non_progressive,2.6522401189121153e-09,0.0,0.9999999973427567,5.002778694861526e-12,7.919640604584813e-39,-15.850047,10.720022,0.6484664012345092,0.2233192849940466,2.6572428976069767e-09,0.0,1.3326858975223735e-10
36,19,0,1,0,0,0,0,1,1,0,0,1,1,36,100.83,69.05,17.14,24.94,18.9,276.88,36.42,68.48,104.05591940781677,0,0.9999509130416414,0.0,5.630662672493097e-08,1.3331625795370429e-72,4.903065173172733e-05,rapid_progressive,0.9999509130416414,0.0,5.630662672493097e-08,1.3331625795370429e-72,4.903065173172733e-05,16.737904,24.301506,0.8273977243263777,0.43590633606794893,0.9999509130416414,2.12532503771226e-05,0.008912762217512821
37,20,0,1,0,0,0,0,1,1,0,0,1,0,37,130.94,101.97,11.15,36.27,30.99,281.11,46.58,77.87,96.92462519611465,0,0.9999999868271133,0.0,1.317288548068528e-08,4.140121882671076e-21,2.8716073675295146e-21,rapid_progressive,0.9999999868271133,0.0,1.317288548068528e-08,4.140121882671076e-21,2.8716073675295146e-21,31.215122,4.7741356,0.9341729515852302,0.24398419608983,0.9999999868271133,0.0,1.4111067448672951e-11
38,21,0,1,1,0,0,0,0,1,0,0,1,0,38,112.78,107.34,7.13,55.52,38.47,193.34,58.33,95.17,99.72684134295568,3,1.0370469981825995e-08,0.0,4.230934903501768e-10,0.9999999892064367,2.721060778531389e-51,progressive,1.0370469981825995e-08,0.0,4.230934903501768e-10,0.9999999892064367,2.721060778531389e-51,16.654177,-16.437542,0.9839193798626533,0.1283957913250869,0.9999999995769067,0.0,9.55290260394071e-09
39,22,0,1,0,0,0,0,0,1,0,0,1,0,39,74.84,43.21,12.23,18.55,41.67,232.92,32.13,57.74,79.91179094503666,4,0.006646467952272524,0.0,1.2665046882923736e-08,1.6417404638534154e-196,0.9933535193826806,erratic,0.006646467952272524,0.0,1.2665046882923736e-08,1.6417404638534154e-196,0.9933535193826806,4.6261005,29.79269,0.6976040753068733,0.4973830647439845,0.006646467952272524,0.2607205796776946,2.4451026097682275e-07
40,23,0,1,1,0,0,0,0,1,0,0,1,0,40,154.8,144.08,7.1,68.62,39.54,209.97,73.73,93.07,66.3126361280115,3,2.202165289297375e-13,0.0,1.2707637292579917e-20,0.9999999999997797,6.277464701322857e-96,progressive,2.202165289297375e-13,0.0,1.2707637292579917e-20,0.9999999999997797,6.277464701322857e-96,15.16689,-39.229416,1.0,0.0772278959132151,1.0,0.0,-1.0000885494568469e-12
41,24,0,1,0,0,0,0,1,1,0,0,1,1,41,133.17,32.96,11.64,11.72,67.51,281.22,47.36,24.75,86.77299559431017,4,1.7586526239744925e-10,0.0,1.8296980826914535e-14,0.0,0.9999999998241158,erratic,1.7586526239744925e-10,0.0,1.8296980826914535e-14,0.0,0.9999999998241158,10.100489,36.922386,0.6531287899244671,0.7813662697439354,1.7586526239744925e-10,0.2418928500489382,-4.764266883321482e-13
42,25,0,1,1,0,0,0,0,1,0,0,1,0,42,140.11,134.78,7.68,68.46,32.74,196.87,71.17,96.2,68.4376145665519,3,1.0111249470318553e-15,0.0,3.066556956421377e-17,1.0,2.2875129223283184e-95,progressive,1.0111249470318553e-15,0.0,3.066556956421377e-17,1.0,2.2875129223283184e-95,14.845162,-38.438168,1.0,0.07930728642030666,1.000000000000001,0.0,-9.992415805220429e-13
43,26,0,1,1,0,0,0,0,1,0,0,1,1,43,219.8,202.01,9.25,79.4,22.44,254.43,86.39,91.91,78.94593272959429,0,0.9999999982837187,0.0,1.011832593299464e-40,1.7162812800413825e-09,8.699030428316294e-163,rapid_progressive,0.9999999982837187,0.0,1.011832593299464e-40,1.7162812800413825e-09,8.699030428316294e-163,38.313988,-20.829227,1.0,0.0,0.9999999999999999,0.0,-1.000088900581841e-12
44,1,0,1,0,0,0,0,0,0,1,0,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.07838939433046,1,0.0,1.0,1.701429431845975e-45,0.0,1.9375600871951228e-72,immotile,0.0,1.0,1.701429431845975e-45,0.0,1.9375600871951228e-72,-58.62402,28.289917,0.0,0.1737712692634931,0.0,0.0,-1.000088900581841e-12
45,2,0,1,0,0,0,1,0,0,1,1,0,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.4885424479578,1,0.0,1.0,2.0443530581102446e-44,0.0,3.1355952633843956e-74,immotile,0.0,1.0,2.0443530581102446e-44,0.0,3.1355952633843956e-74,-62.514748,21.46216,0.0,0.17777714379221862,0.0,0.0,-1.000088900581841e-12
46,3,0,1,1,0,0,0,0,1,0,0,1,1,46,148.58,131.34,8.5,53.52,28.49,245.38,60.55,88.39,70.73706891141,3,0.09198882052603805,0.0,2.0379751788358996e-12,0.9080111794719238,2.4791311408052314e-49,progressive,0.09198882052603805,0.0,2.0379751788358996e-12,0.9080111794719238,2.4791311408052314e-49,31.346493,-20.276,1.0,0.08162738679808172,0.9999999999979619,0.0,6.061899995645793e-11
47,4,0,1,1,0,0,0,0,1,0,0,1,0,47,116.04,106.56,8.95,51.84,36.74,205.57,56.45,91.84,86.13565068539086,3,2.5853268828167845e-06,0.0,4.828826460469834e-10,0.9999974141902329,3.001370821390824e-40,progressive,2.5853268828167845e-06,0.0,4.828826460469834e-10,0.9999974141902329,3.001370821390824e-40,17.385986,-18.058567,0.9636319620239804,0.17027770250646998,0.9999999995171157,0.0,1.0839345566445651e-08
48,5,0,1,1,0,0,0,0,1,0,0,1,0,48,121.55,113.61,8.02,55.18,34.05,205.87,59.04,93.47,83.1654330650939,3,1.3905776496440833e-07,0.0,1.0101975303160241e-11,0.9999998609321342,4.84004846727818e-49,progressive,1.3905776496440833e-07,0.0,1.0101975303160241e-11,0.9999998609321342,4.84004846727818e-49,19.0939,-24.21067,0.98915176043774,0.12234724680841949,0.9999999999898992,0.0,2.6391328193470577e-10
49,6,0,1,1,0,0,0,0,1,0,0,1,1,49,51.65,47.09,7.9,22.29,19.95,211.32,24.44,91.19,125.29618167229442,4,0.07540632119348653,0.0,3.2645918408993876e-08,3.123609118370519e-05,0.9245624100694116,erratic,0.07540632119348653,0.0,3.2645918408993876e-08,3.123609118370519e-05,0.9245624100694116,2.8923318,20.223965,0.7869426646289015,0.16688641012791205,0.07543755728467023,0.01863135059142209,0.00038224430267574786
50,7,0,1,0,0,0,0,1,1,0,0,1,1,50,105.92,76.46,12.02,23.87,23.02,320.28,33.07,72.19,92.1305608104433,0,0.999999976123313,0.0,6.0811521363927534e-21,1.5554670118902127e-69,2.3876688716831595e-08,rapid_progressive,0.999999976123313,0.0,6.0811521363927534e-21,1.5554670118902127e-69,2.3876688716831595e-08,18.890852,24.000885,0.8993284921935549,0.3226420745902347,0.999999976123313,2.207076892537794e-09,6.234152838154111e-12
51,8,0,1,1,0,0,0,0,1,0,0,1,0,51,82.76,81.65,4.24,61.38,48.49,133.03,62.21,98.66,92.62314473820962,3,1.9881221232708066e-25,0.0,3.3238349597152652e-06,0.9999966761650393,2.992056877831061e-113,progressive,1.9881221232708066e-25,0.0,3.3238349597152652e-06,0.9999966761650393,2.992056877831061e-113,-10.325609,-11.861751,0.9544048215081025,0.18854562955386756,0.9999966761650393,0.0,4.5251982344981304e-05
52,9,0,1,1,0,0,0,0,1,0,0,1,0,52,115.75,110.67,7.52,62.48,38.17,177.14,65.34,95.61,79.9065833456777,3,2.0547620813811798e-15,0.0,1.1189503930156742e-11,0.999999999988809,7.795262388423618e-81,progressive,2.0547620813811798e-15,0.0,1.1189503930156742e-11,0.999999999988809,7.795262388423618e-81,12.1188345,-30.06476,1.0,0.15054701098135262,0.9999999999888111,0.0,2.913867387051448e-10
53,10,0,1,1,0,0,0,0,1,0,0,1,1,53,108.39,86.73,13.81,34.49,22.8,251.45,43.11,80.01,83.08116333969723,0,0.9999957199360742,0.0,4.280043255294916e-06,1.5859015500114805e-11,4.810057772538897e-12,rapid_progressive,0.9999957199360742,0.0,4.280043255294916e-06,1.5859015500114805e-11,4.810057772538897e-12,19.611181,7.437294,0.8797396787500826,0.2945042131254421,0.9999957199519331,9.961925247043367e-13,6.656199955990027e-05
54,11,0,1,0,0,0,0,0,1,0,0,1,0,54,53.96,35.69,15.76,13.89,15.48,256.86,21.01,66.14,74.8075953088975,4,0.3741611251449458,0.0,1.1961879297674443e-18,3.2596594274340276e-204,0.6258388748550545,erratic,0.3741611251449458,0.0,1.1961879297674443e-18,3.2596594274340276e-204,0.6258388748550545,6.6793017,28.361044,0.7135139461366946,0.46484732723441907,0.3741611251449458,0.29690524404903934,-1.0000360884396305e-12
55,12,0,1,1,0,0,0,0,1,0,0,1,0,55,126.26,111.85,7.66,60.18,40.94,185.86,67.93,88.59,70.37557286629249,3,9.596252142830967e-11,0.0,7.06272081970193e-11,0.9999999998334097,9.394496732510786e-71,progressive,9.596252142830967e-11,0.0,7.06272081970193e-11,0.9999999998334097,9.394496732510786e-71,14.206107,-29.736624,0.9893341136981268,0.18071940591306304,0.9999999999293723,0.0,1.719446719646531e-09
56,13,0,1,1,0,0,0,0,1,0,0,1,1,56,103.72,91.14,14.48,34.42,31.03,264.76,39.18,87.87,89.57087246641373,0,0.99999809490184,0.0,9.410176439231504e-08,1.8109645038562976e-06,3.1890648441427705e-11,rapid_progressive,0.99999809490184,0.0,9.410176439231504e-08,1.8109645038562976e-06,3.1890648441427705e-11,20.189722,8.393869,0.9186537043854162,0.29974229366815025,0.9999999058663438,6.976005136041733e-12,0.19692911159901239
57,14,0,1,1,0,0,0,0,1,0,0,1,0,57,55.08,51.43,3.66,55.26,25.2,93.08,59.18,93.38,71.38690531552095,3,5.498853023853237e-24,0.0,2.3763942539080878e-05,0.9999762360574608,4.2644519524448175e-134,progressive,5.498853023853237e-24,0.0,2.3763942539080878e-05,0.9999762360574608,4.2644519524448175e-134,-14.15946,-10.438388,0.8487356617332737,0.16886525929666027,0.9999762360574608,0.0,0.00027678646134901097
58,15,0,1,1,0,0,0,0,1,0,0,1,0,58,107.21,89.31,7.18,52.95,31.98,168.67,63.56,83.3,69.93126573948479,3,1.5735332857237572e-06,0.0,2.6987249072351158e-05,0.9999714392176434,1.4862119167052118e-55,progressive,1.5735332857237572e-06,0.0,2.6987249072351158e-05,0.9999714392176434,1.4862119167052118e-55,3.4451392,-22.553083,0.9126754150390703,0.19425670118069724,0.9999730127509291,0.0,0.00031089713165540487
59,16,0,1,1,0,0,0,0,1,0,0,1,1,59,102.98,97.51,5.49,61.47,29.92,158.62,64.92,94.69,67.57463251743916,3,6.304378522536999e-19,0.0,6.066166334086275e-10,0.9999999993933848,5.919742843352366e-91,progressive,6.304378522536999e-19,0.0,6.066166334086275e-10,0.9999999993933848,5.919742843352366e-91,3.6626148,-30.383307,0.9738284311398404,0.11458207110136794,0.9999999993933848,0.0,1.3478917472214394e-08
60,17,0,1,1,0,0,0,0,1,0,0,1,1,60,124.64,113.59,10.42,53.0,29.92,214.31,58.16,91.14,78.56588354276674,3,2.168137052128342e-05,0.0,6.55681088285913e-11,0.99997831856391,6.244978335917691e-43,progressive,2.168137052128342e-05,0.0,6.55681088285913e-11,0.99997831856391,6.244978335917691e-43,25.792347,-16.382713,0.9767058097190875,0.16430203436248536,0.9999999999344312,0.0,1.6010455700167854e-09
61,18,0,1,1,0,0,0,0,1,0,0,1,1,61,77.95,69.1,8.82,46.9,17.1,147.32,52.91,88.64,72.99860128988567,3,1.861252865693048e-06,0.0,4.5568291130522896e-05,0.9999525704560052,2.0127511026908213e-45,progressive,1.861252865693048e-06,0.0,4.5568291130522896e-05,0.9999525704560052,2.0127511026908213e-45,-5.9570518,-13.928394,0.844170824760464,0.18972326848926357,0.9999544317088709,2.2824919571649708e-46,0.0005010823368512667
62,19,0,1,0,0,1,0,0,1,0,0,0,0,62,35.47,14.04,8.08,9.16,54.59,153.3,23.14,39.57,139.11715334561762,4,3.556727940062561e-27,0.0,5.096788318515597e-05,0.0,0.999949032116814,erratic,3.556727940062561e-27,0.0,5.096788318515597e-05,0.0,0.999949032116814,-11.383467,38.15871,0.4828696439831177,0.5074217469924396,3.556727940062561e-27,0.1333127528477161,0.0005547491877091383
63,20,0,1,1,0,0,0,0,1,0,0,1,0,63,111.77,101.5,7.29,59.98,33.01,169.24,66.04,90.81,69.23089607172953,3,4.42731155021407e-14,0.0,3.9414754986879786e-10,0.9999999996058087,7.632831644288212e-79,progressive,4.42731155021407e-14,0.0,3.9414754986879786e-10,0.9999999996058087,7.632831644288212e-79,7.027922,-29.498955,0.9703504719143725,0.16283183913553387,0.999999999605853,0.0,8.927136519574256e-09
64,21,0,1,1,0,0,0,0,1,0,0,1,0,64,108.21,103.58,8.61,52.36,43.04,197.81,54.7,95.72,95.79802957733995,3,4.195474759078666e-07,0.0,1.2802891832726227e-08,0.9999995676496323,1.3459157343549682e-39,progressive,4.195474759078666e-07,0.0,1.2802891832726227e-08,0.9999995676496323,1.3459157343549682e-39,15.832554,-14.749487,0.9668889127977711,0.18040745471590802,0.9999999871971081,0.0,2.4547555742777925e-07
65,22,0,1,1,0,0,0,0,1,0,0,1,0,65,51.55,46.82,6.77,45.97,28.89,101.85,50.61,90.82,82.99306567540111,3,3.0779191760217118e-09,0.0,0.0011975315829171776,0.9988024653391652,2.172886592746339e-71,progressive,3.0779191760217118e-09,0.0,0.0011975315829171776,0.9988024653391652,2.172886592746339e-71,-9.979764,3.1258662,0.7849884860243983,0.23490108479135152,0.9988024684170843,2.6373993448414076e-72,0.009253199446058022
66,23,0,1,1,0,0,0,0,1,0,0,1,0,66,97.76,90.06,9.18,39.99,24.76,225.22,43.41,92.12,90.8551601739644,3,0.36932844599321635,0.0,2.4242350295783206e-06,0.6306691297716405,1.131449268088321e-13,progressive,0.36932844599321635,0.0,2.4242350295783206e-06,0.6306691297716405,1.131449268088321e-13,14.821199,-0.024206463,0.9141793623716363,0.14554213393408647,0.9999975757648568,0.0,5.177350717445051e-05
67,25,0,1,1,0,0,0,0,1,0,0,1,0,67,86.97,80.49,8.33,48.29,26.11,166.67,52.18,92.55,88.91947072557063,3,5.496670198824583e-07,0.0,1.3586643170894882e-06,0.9999980916686636,2.186106258466962e-40,progressive,5.496670198824583e-07,0.0,1.3586643170894882e-06,0.9999980916686636,2.186106258466962e-40,4.406338,-7.530064,0.8903477474704171,0.17213542566067525,0.9999986413356835,6.224382569392215e-42,1.971287923750702e-05
68,26,0,1,0,0,0,0,0,1,0,0,1,1,68,86.3,44.07,9.63,23.04,29.92,191.24,45.13,51.06,80.90032294307639,2,0.11400548715240183,0.0,0.8599502152315713,2.498024594235897e-106,0.026044297616026776,non_progressive,0.11400548715240183,0.0,0.8599502152315713,2.498024594235897e-106,0.026044297616026776,1.6045641,14.561261,0.6713099329770982,0.4008903741080903,0.11400548715240183,0.003674703509592957,0.13263472776042365
69,27,0,1,1,0,0,0,0,1,0,0,1,1,69,137.71,122.62,13.59,47.95,26.93,255.72,53.85,89.04,81.33651559591998,3,0.17735075126308025,0.0,9.417463002942036e-10,0.8226492477951745,1.0203226359174318e-36,progressive,0.17735075126308025,0.0,9.417463002942036e-10,0.8226492477951745,1.0203226359174318e-36,33.13898,-5.732313,0.9898725186911737,0.19772377766285268,0.9999999990582547,7.887596024214876e-38,2.4711419385647768e-08
70,1,0,1,0,0,0,0,0,0,1,0,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.78526175835785,1,0.0,1.0,2.111519916074587e-45,0.0,1.4476533655348498e-72,immotile,0.0,1.0,2.111519916074587e-45,0.0,1.4476533655348498e-72,-57.92862,27.394554,0.0,0.17408351488432847,0.0,0.0,-1.000088900581841e-12
71,2,0,1,0,0,0,0,0,0,1,0,0,0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.40422566861147,1,0.0,1.0,8.040306392761105e-46,0.0,4.951638112850254e-72,immotile,0.0,1.0,8.040306392761105e-46,0.0,4.951638112850254e-72,-57.645885,28.41529,0.0,0.17272672934684438,0.0,0.0,-1.000088900581841e-12
72,3,0,1,1,0,0,0,0,1,0,0,1,1,72,102.53,95.81,7.37,55.69,31.17,172.05,59.59,93.45,74.29258790608321,3,2.0898342951268393e-11,0.0,3.3899663398769915e-09,0.9999999965891355,2.624376633833648e-60,progressive,2.0898342951268393e-11,0.0,3.3899663398769915e-09,0.9999999965891355,2.624376633833648e-60,4.184857,-21.540981,0.9479518424155058,0.15046054874586118,0.9999999966100339,0.0,6.950060143210922e-08
73,4,0,1,1,0,0,0,0,1,0,0,1,1,73,75.14,63.89,10.06,37.23,15.31,171.63,43.78,85.04,77.50299246641251,0,0.6743982703237047,0.0,0.02937831315755396,0.2962234165187212,2.0963081533300476e-14,rapid_progressive,0.6743982703237047,0.0,0.02937831315755396,0.2962234165187212,2.0963081533300476e-14,2.4954245,8.159267,0.8006961637501513,0.21093813192246172,0.9706216868424259,3.0895089690065943e-15,0.3030644490395862
74,5,0,1,1,0,0,0,0,1,0,0,1,1,74,107.46,96.66,9.52,51.99,29.92,185.92,57.8,89.96,75.90321546130929,3,7.573451784744411e-07,0.0,1.5737467691874693e-08,0.9999992269173537,1.2874378427212491e-44,progressive,7.573451784744411e-07,0.0,1.5737467691874693e-08,0.9999992269173537,1.2874378427212491e-44,10.665338,-17.042454,0.9325912723075416,0.19250606788169877,0.9999999842625321,3.4393554657043305e-46,2.9849424941887074e-07
75,6,0,1,0,0,0,0,1,1,0,0,1,1,75,89.98,63.23,13.3,22.28,33.24,283.83,31.7,70.28,96.97644489701747,0,0.9996658234584007,0.0,5.6448211709513906e-15,2.1642356835949637e-80,0.0003341765415919414,rapid_progressive,0.9996658234584007,0.0,5.6448211709513906e-15,2.1642356835949637e-80,0.0003341765415919414,13.359155,22.849167,0.8305360059281626,0.41452006036659894,0.9996658234584007,7.737711514472224e-05,4.3390621253812407e-10
76,7,0,1,0,0,0,0,1,1,0,0,1,1,76,72.19,25.61,13.45,8.95,83.77,286.29,25.22,35.48,102.75275086433426,4,1.5055548110585384e-26,0.0,7.144458806091538e-33,0.0,1.0,erratic,1.5055548110585384e-26,0.0,7.144458806091538e-33,0.0,1.0,-1.7042466,38.852955,0.659576243145559,0.835573888476766,1.5055548110585384e-26,0.3684186276099412,-1.000088900581841e-12
77,8,0,1,0,0,0,0,0,1,0,0,1,1,77,127.23,90.64,14.39,42.83,17.1,211.65,60.11,71.24,75.49715628252724,0,0.999749536343036,0.0,0.0002504636569637502,3.189104960045799e-21,2.0805964532903472e-22,rapid_progressive,0.999749536343036,0.0,0.0002504636569637502,3.189104960045799e-21,2.0805964532903472e-22,19.475147,-5.38028,0.8662524291707212,0.31744712574236106,0.999749536343036,5.715663913144102e-23,-9.997141273021385e-13
78,9,0,1,0,0,1,0,0,1,0,0,0,0,78,44.14,11.82,8.72,7.6,67.06,155.43,28.4,26.77,109.30236106744356,4,1.1468202412793524e-35,0.0,1.0087662404196105e-06,0.0,0.9999989912337605,erratic,1.1468202412793524e-35,0.0,1.0087662404196105e-06,0.0,0.9999989912337605,-8.234787,36.55031,0.44916680000036036,0.6224786375632192,1.1468202412793524e-35,0.1718236477694004,1.4936579824563631e-05
79,10,0,1,1,0,0,0,0,1,0,0,1,0,79,133.53,124.71,11.02,54.9,34.05,227.17,58.78,93.4,80.51873651401966,3,2.606487259283465e-05,0.0,8.209250094287171e-13,0.9999739351265851,9.688502154292706e-48,progressive,2.606487259283465e-05,0.0,8.209250094287171e-13,0.9999739351265851,9.688502154292706e-48,27.674574,-17.115469,1.0,0.15836899188586595,0.9999999999991779,0.0,2.2012358060172825e-11
80,11,0,1,0,0,0,0,0,1,0,0,1,1,80,75.69,59.77,10.53,34.52,15.44,173.15,43.71,78.97,92.25552188118016,0,0.9874878869930921,0.0,0.012512112992106928,1.2367219189351913e-11,2.4337694816785514e-12,rapid_progressive,0.9874878869930921,0.0,0.012512112992106928,1.2367219189351913e-11,2.4337694816785514e-12,2.9677615,9.635972,0.7763714304943832,0.2431373313009754,0.9874878870054593,4.367032664228477e-13,2.602414703291159e-08
81,12,0,1,0,0,0,0,0,1,0,0,1,0,81,52.38,12.1,10.94,5.42,117.58,223.27,23.46,23.1,112.79733749886725,4,2.3195345828720957e-65,0.0,8.283779224023791e-31,0.0,1.0,erratic,2.3195345828720957e-65,0.0,8.283779224023791e-31,0.0,1.0,-4.7001896,40.696495,0.5158173171571121,0.9349255311265817,2.3195345828720957e-65,0.2809420958007938,-1.000088900581841e-12
82,13,0,1,0,0,0,0,0,1,0,0,1,0,82,59.07,23.65,14.38,10.61,39.2,222.81,26.51,40.03,83.08616250262867,4,5.282108088704541e-13,0.0,1.9504777402099122e-12,0.0,0.999999999997522,erratic,5.282108088704541e-13,0.0,1.9504777402099122e-12,0.0,0.999999999997522,0.8520853,32.143566,0.5793223510242576,0.6289282491360637,5.282108088704541e-13,0.44409474776111574,5.2733800807110695e-11
83,14,0,1,1,0,0,0,0,1,0,0,1,0,83,111.47,105.01,7.72,57.88,33.01,181.42,61.44,94.2,74.23715293498199,3,1.2622294457638774e-11,0.0,1.2640192999976486e-10,0.9999999998609752,7.0088975052856e-63,progressive,1.2622294457638774e-11,0.0,1.2640192999976486e-10,0.9999999998609752,7.0088975052856e-63,11.785707,-26.698675,0.975336066710081,0.1432059939037848,0.9999999998735976,0.0,3.005302305474728e-09
84,15,0,1,0,0,0,0,1,1,0,0,1,0,84,76.36,47.62,17.89,14.33,20.63,332.25,22.98,62.36,93.14739860501251,0,0.5211023478891785,0.0,4.934210740798688e-35,1.3511732758887677e-234,0.4788976521108209,rapid_progressive,0.5211023478891785,0.0,4.934210740798688e-35,1.3511732758887677e-234,0.4788976521108209,11.752261,27.892305,0.827327421295267,0.555602274712477,0.5211023478891785,0.2529782655703085,-1.000088900581841e-12
85,16,0,1,1,0,0,0,0,1,0,0,1,0,85,76.53,71.98,5.64,57.15,29.92,125.95,60.76,94.06,67.31304376982929,3,2.4639371152688588e-20,0.0,7.314881914407999e-07,0.9999992685118084,1.984441563550059e-102,progressive,2.4639371152688588e-20,0.0,7.314881914407999e-07,0.9999992685118084,1.984441563550059e-102,-11.425153,-19.365644,0.9013488694345817,0.17938862800066188,0.9999992685118084,0.0,1.1066086242056616e-05
86,17,0,1,1,0,0,0,0,1,0,0,1,1,86,118.07,102.72,10.13,49.6,25.19,207.11,57.01,87.0,70.93274152433628,3,0.0004954817444808155,0.0,2.648968372385792e-08,0.9995044917658364,1.179039453357961e-35,progressive,0.0004954817444808155,0.0,2.648968372385792e-08,0.9995044917658364,1.179039453357961e-35,20.411793,-10.607913,0.9362427705839318,0.1780281348615989,0.9999999735103172,1.0901783715442703e-37,4.88869326234372e-07
